customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15616550.0,698.0,Germany,Male,44.0,10.0,116363.37,2.0,1.0,0.0,198059.16,0.0
15768193.0,585.0,Germany,Male,36.0,5.0,146050.97,2.0,0.0,0.0,86424.57,0.0
15683553.0,788.0,France,Female,33.0,5.0,0.0,2.0,0.0,0.0,116978.19,0.0
15702298.0,655.0,Germany,Male,41.0,8.0,125561.97,1.0,0.0,0.0,164040.94,1.0
15569590.0,601.0,Germany,Male,42.0,1.0,98495.72,1.0,1.0,0.0,40014.76,1.0
15760861.0,619.0,France,Male,43.0,1.0,125211.92,1.0,1.0,1.0,113410.49,0.0
15630053.0,656.0,France,Male,45.0,5.0,127864.4,1.0,1.0,0.0,87107.57,0.0
15647091.0,725.0,Germany,Male,19.0,0.0,75888.2,1.0,0.0,0.0,45613.75,0.0
15623944.0,511.0,Spain,Female,66.0,4.0,0.0,1.0,1.0,0.0,1643.11,1.0
15804771.0,614.0,France,Male,51.0,4.0,40685.92,1.0,1.0,1.0,46775.28,0.0
15651280.0,742.0,Germany,Male,35.0,5.0,136857.0,1.0,0.0,0.0,84509.57,0.0
15773469.0,687.0,Germany,Female,27.0,9.0,152328.88,2.0,0.0,0.0,126494.82,0.0
15702014.0,555.0,Spain,Male,33.0,1.0,56084.69,2.0,0.0,0.0,178798.13,0.0
15751208.0,684.0,Spain,Male,56.0,8.0,78707.16,1.0,1.0,1.0,99398.36,0.0
15592461.0,603.0,Germany,Male,26.0,4.0,109166.37,1.0,1.0,1.0,92840.67,0.0
15789484.0,751.0,Germany,Female,36.0,6.0,169831.46,2.0,1.0,1.0,27758.36,0.0
15696061.0,581.0,Germany,Female,34.0,1.0,101633.04,1.0,1.0,0.0,110431.51,0.0
15641582.0,735.0,Germany,Male,43.0,10.0,123180.01,2.0,1.0,1.0,196673.28,0.0
15638424.0,661.0,Germany,Female,35.0,5.0,150725.53,2.0,0.0,1.0,113656.85,0.0
15755648.0,675.0,France,Female,21.0,8.0,98373.26,1.0,1.0,0.0,18203.0,0.0
15703793.0,738.0,Germany,Male,58.0,2.0,133745.44,4.0,1.0,0.0,28373.86,1.0
15620344.0,813.0,France,Male,29.0,6.0,0.0,1.0,1.0,0.0,33953.87,0.0
15812518.0,657.0,Spain,Female,37.0,0.0,163607.18,1.0,0.0,1.0,44203.55,0.0
15779052.0,604.0,Germany,,25.0,5.0,157780.84,2.0,1.0,1.0,58426.81,0.0
15770811.0,519.0,France,Male,36.0,9.0,0.0,2.0,0.0,1.0,145562.4,0.0
15780961.0,735.0,France,Female,21.0,1.0,178718.19,2.0,1.0,0.0,22388.0,0.0
15614049.0,664.0,France,Male,55.0,8.0,0.0,2.0,1.0,1.0,139161.64,0.0
15662085.0,678.0,France,Female,32.0,9.0,0.0,1.0,1.0,1.0,148210.64,0.0
15575185.0,757.0,Spain,Male,33.0,5.0,77253.22,1.0,0.0,1.0,194239.63,0.0
15803136.0,416.0,Germany,Female,41.0,10.0,122189.66,2.0,1.0,0.0,98301.61,0.0
15706021.0,665.0,France,Female,34.0,1.0,96645.54,2.0,0.0,0.0,171413.66,0.0
15663706.0,777.0,France,Female,32.0,2.0,0.0,1.0,1.0,0.0,136458.19,1.0
15641732.0,543.0,France,Female,36.0,3.0,0.0,2.0,0.0,0.0,26019.59,0.0
15701164.0,506.0,France,Female,34.0,4.0,90307.62,1.0,1.0,1.0,159235.29,0.0
15738751.0,493.0,France,Female,46.0,4.0,0.0,2.0,1.0,0.0,1907.66,0.0
15805254.0,652.0,Spain,Female,75.0,10.0,0.0,2.0,1.0,1.0,114675.75,0.0
15762418.0,750.0,Spain,Male,22.0,3.0,121681.82,1.0,1.0,0.0,128643.35,1.0
15625759.0,729.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,151869.35,0.0
15622897.0,646.0,France,Female,46.0,4.0,0.0,3.0,1.0,0.0,93251.42,1.0
15767954.0,635.0,Germany,Female,28.0,3.0,81623.67,2.0,1.0,1.0,156791.36,0.0
15757535.0,647.0,Spain,Female,44.0,5.0,0.0,3.0,1.0,1.0,174205.22,1.0
15731511.0,808.0,France,Male,45.0,7.0,118626.55,2.0,1.0,0.0,147132.46,0.0
15809248.0,524.0,France,Female,36.0,10.0,0.0,2.0,1.0,0.0,109614.57,0.0
15640635.0,769.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,172290.61,0.0
15676966.0,730.0,Spain,Male,42.0,4.0,0.0,2.0,0.0,1.0,85982.47,0.0
15699461.0,515.0,Spain,Male,35.0,10.0,176273.95,1.0,0.0,1.0,121277.78,0.0
15738721.0,773.0,Spain,Male,41.0,9.0,102827.44,1.0,0.0,1.0,64595.25,0.0
15693683.0,814.0,Germany,Male,29.0,8.0,97086.4,2.0,1.0,1.0,197276.13,0.0
15604348.0,710.0,Spain,Male,22.0,8.0,0.0,2.0,0.0,0.0,99645.04,0.0
15633059.0,413.0,France,Male,34.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0
15808582.0,665.0,France,Female,40.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0
15743192.0,623.0,France,Female,44.0,6.0,0.0,2.0,0.0,0.0,167162.43,0.0
15580146.0,738.0,France,Male,31.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0
15776605.0,528.0,Spain,Male,36.0,7.0,0.0,2.0,1.0,0.0,60536.56,0.0
15804919.0,670.0,Spain,Female,65.0,1.0,0.0,1.0,1.0,1.0,177655.68,1.0
15613854.0,622.0,Spain,Female,46.0,4.0,107073.27,2.0,1.0,1.0,30984.59,1.0
15599195.0,582.0,Germany,Male,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,0.0
15812878.0,785.0,Germany,Female,36.0,2.0,99806.85,1.0,0.0,1.0,36976.52,0.0
15602312.0,605.0,Spain,Male,33.0,5.0,150092.8,1.0,0.0,0.0,71862.79,0.0
15744689.0,479.0,Germany,Male,35.0,9.0,92833.89,1.0,1.0,0.0,99449.86,1.0
15803526.0,685.0,Germany,Male,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,0.0
15665790.0,538.0,Germany,Male,39.0,7.0,108055.1,2.0,1.0,0.0,27231.26,0.0
15715951.0,562.0,France,Male,42.0,2.0,100238.35,1.0,0.0,0.0,86797.41,0.0
15591100.0,675.0,Spain,Male,36.0,9.0,106190.55,1.0,0.0,1.0,22994.32,0.0
15609618.0,721.0,Germany,Male,28.0,9.0,154475.54,2.0,0.0,1.0,101300.94,1.0
15675522.0,628.0,Germany,Female,30.0,9.0,132351.29,2.0,1.0,1.0,74169.13,0.0
15705512.0,668.0,Germany,Female,37.0,6.0,167864.4,1.0,1.0,0.0,115638.29,0.0
15698028.0,506.0,France,Female,41.0,1.0,0.0,2.0,1.0,0.0,31766.3,0.0
15661670.0,524.0,Germany,Female,31.0,8.0,107818.63,1.0,1.0,0.0,199725.39,1.0
15600781.0,699.0,Germany,Male,34.0,4.0,185173.81,2.0,1.0,0.0,120834.48,0.0
15682472.0,828.0,France,Male,34.0,8.0,129433.34,2.0,0.0,0.0,38131.77,0.0
15580203.0,674.0,Spain,Male,39.0,6.0,120193.42,1.0,0.0,0.0,100130.95,0.0
15690673.0,656.0,France,Female,39.0,6.0,0.0,2.0,1.0,0.0,141069.88,0.0
15760085.0,684.0,Germany,Female,48.0,10.0,126384.42,1.0,1.0,1.0,198129.36,0.0
15779659.0,625.0,France,Female,28.0,3.0,0.0,1.0,0.0,0.0,183646.41,0.0
15627360.0,432.0,France,Male,42.0,9.0,152603.45,1.0,1.0,0.0,110265.24,1.0
15671137.0,549.0,France,Female,52.0,1.0,0.0,1.0,0.0,1.0,8636.05,1.0
15782688.0,625.0,Germany,Male,56.0,0.0,148507.24,1.0,1.0,0.0,46824.08,1.0
15575492.0,828.0,France,Female,41.0,7.0,0.0,2.0,1.0,0.0,171378.77,0.0
15591607.0,770.0,France,Male,24.0,9.0,101827.07,1.0,1.0,0.0,167256.35,0.0
15740404.0,758.0,France,Female,34.0,3.0,0.0,2.0,1.0,1.0,124226.16,0.0
15718369.0,795.0,Germany,Female,33.0,9.0,130862.43,1.0,1.0,1.0,114935.21,0.0
15677871.0,687.0,France,Male,38.0,9.0,122570.87,1.0,1.0,1.0,35608.88,0.0
15642004.0,686.0,France,Male,25.0,1.0,0.0,2.0,0.0,1.0,16459.37,0.0
15712543.0,789.0,,Male,39.0,7.0,124828.46,2.0,1.0,1.0,124411.08,0.0
15584518.0,589.0,Germany,Female,50.0,5.0,144895.05,2.0,1.0,1.0,34941.23,0.0
15802381.0,461.0,Germany,Female,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,0.0
15610156.0,637.0,France,Male,40.0,2.0,133463.1,1.0,0.0,1.0,93165.34,0.0
15594408.0,584.0,Spain,Female,48.0,2.0,213146.2,1.0,1.0,0.0,75161.25,1.0
15640905.0,579.0,Spain,Female,35.0,1.0,129490.36,2.0,0.0,1.0,8590.83,1.0
15698932.0,756.0,Germany,Male,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,0.0
15724944.0,663.0,France,Male,34.0,7.0,0.0,2.0,1.0,1.0,180427.24,0.0
15628145.0,682.0,France,Female,43.0,5.0,125851.93,1.0,1.0,1.0,193318.33,0.0
15713483.0,793.0,Spain,Male,52.0,2.0,0.0,1.0,1.0,0.0,159123.82,1.0
15612350.0,691.0,France,Female,31.0,5.0,40915.55,1.0,1.0,0.0,126213.84,1.0
15800703.0,485.0,Spain,Female,21.0,5.0,113157.22,1.0,1.0,1.0,54141.5,0.0
15705707.0,635.0,Spain,Female,29.0,8.0,138296.94,2.0,1.0,0.0,141075.51,0.0
15754105.0,650.0,France,Male,37.0,5.0,106967.18,1.0,0.0,0.0,24495.03,0.0
15703264.0,735.0,France,Male,44.0,9.0,120681.63,1.0,1.0,0.0,74836.34,0.0
15794413.0,416.0,France,Male,32.0,0.0,0.0,2.0,0.0,1.0,878.87,0.0
15650237.0,754.0,Spain,Female,32.0,7.0,0.0,2.0,1.0,0.0,89520.75,0.0
15759618.0,535.0,France,Female,48.0,9.0,0.0,1.0,1.0,0.0,149892.79,1.0
15811589.0,716.0,Spain,Male,42.0,8.0,0.0,2.0,1.0,0.0,180800.42,0.0
15689044.0,539.0,France,Male,37.0,2.0,127609.59,1.0,1.0,0.0,98646.22,0.0
15709368.0,614.0,France,Female,43.0,6.0,0.0,2.0,1.0,1.0,109041.53,0.0
15679145.0,706.0,Spain,Male,57.0,7.0,0.0,1.0,1.0,0.0,17941.16,1.0
15655007.0,758.0,France,Female,33.0,7.0,0.0,2.0,0.0,0.0,82996.47,0.0
15623595.0,586.0,Spain,Female,28.0,2.0,0.0,2.0,1.0,1.0,92067.35,0.0
15589975.0,646.0,France,Female,73.0,6.0,97259.25,1.0,0.0,1.0,104719.66,0.0
15804017.0,631.0,Germany,Female,33.0,4.0,123246.7,1.0,0.0,0.0,112687.57,0.0
15692132.0,717.0,Spain,Female,22.0,6.0,101060.25,1.0,0.0,1.0,84699.56,0.0
15641122.0,684.0,France,Male,30.0,2.0,0.0,2.0,1.0,0.0,83473.82,0.0
15630910.0,800.0,France,Female,49.0,7.0,108007.36,1.0,0.0,0.0,47125.11,0.0
15680772.0,721.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,1.0,106977.8,0.0
15658929.0,683.0,Spain,Male,29.0,0.0,133702.89,1.0,1.0,0.0,55582.54,1.0
15585388.0,660.0,Germany,Male,31.0,9.0,125189.75,,1.0,1.0,139874.43,0.0
15724623.0,704.0,Germany,Female,24.0,7.0,113034.22,1.0,1.0,0.0,162503.48,1.0
15588537.0,615.0,Spain,Female,41.0,9.0,109013.23,1.0,1.0,0.0,196499.96,0.0
15574692.0,667.0,Spain,Female,39.0,2.0,0.0,2.0,1.0,0.0,40721.24,1.0
15611325.0,682.0,Germany,Male,24.0,9.0,57929.81,2.0,0.0,0.0,53134.3,0.0
15587562.0,484.0,France,Female,29.0,4.0,130114.39,1.0,1.0,0.0,164017.89,0.0
15613172.0,628.0,Germany,Male,27.0,5.0,95826.49,2.0,1.0,0.0,155996.96,0.0
15651022.0,480.0,Germany,Male,44.0,10.0,129608.57,1.0,1.0,0.0,5472.7,1.0
15586310.0,578.0,France,Male,30.0,4.0,169462.09,1.0,1.0,0.0,112187.11,0.0
15625524.0,512.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,0.0
15755209.0,484.0,Spain,Female,35.0,7.0,133868.21,1.0,1.0,1.0,27286.1,0.0
15645248.0,510.0,France,Female,30.0,0.0,0.0,2.0,1.0,1.0,130553.47,0.0
15790355.0,606.0,Germany,Male,36.0,5.0,190479.48,2.0,0.0,0.0,179351.89,0.0
15762615.0,597.0,Spain,Female,40.0,8.0,101993.12,1.0,0.0,1.0,94774.12,0.0
15625426.0,754.0,Germany,Female,55.0,3.0,161608.81,1.0,1.0,0.0,8080.85,1.0
15716334.0,850.0,Spain,Female,45.0,2.0,122311.21,1.0,1.0,1.0,19482.5,0.0
15789669.0,510.0,France,Male,65.0,2.0,0.0,2.0,1.0,1.0,48071.61,0.0
15621075.0,778.0,Germany,Female,45.0,1.0,162150.42,2.0,1.0,0.0,174531.27,0.0
15810845.0,636.0,France,Male,42.0,2.0,0.0,2.0,1.0,1.0,55470.78,0.0
15719377.0,804.0,France,Female,50.0,4.0,0.0,1.0,1.0,1.0,8546.87,1.0
15654506.0,514.0,France,Male,32.0,8.0,0.0,2.0,1.0,0.0,95857.18,0.0
15771977.0,730.0,France,Female,39.0,1.0,99010.67,1.0,1.0,0.0,194945.8,0.0
15708710.0,525.0,Spain,Female,37.0,0.0,0.0,1.0,0.0,1.0,131521.72,0.0
15726676.0,616.0,Spain,Male,30.0,5.0,0.0,2.0,0.0,1.0,196108.51,0.0
15587421.0,687.0,Germany,Female,34.0,7.0,111388.18,2.0,1.0,0.0,148564.76,0.0
15726931.0,715.0,France,Female,41.0,8.0,56214.85,2.0,0.0,0.0,92982.61,1.0
15771086.0,512.0,France,Female,36.0,3.0,84327.77,2.0,1.0,0.0,17675.36,0.0
15756850.0,479.0,France,Male,40.0,1.0,0.0,2.0,0.0,0.0,114996.43,0.0
15702741.0,601.0,France,Male,32.0,8.0,93012.89,1.0,1.0,0.0,86957.42,0.0
15679200.0,580.0,Spain,Male,29.0,9.0,61710.44,2.0,1.0,0.0,128077.8,0.0
15594815.0,807.0,France,Male,35.0,3.0,174790.15,1.0,1.0,1.0,600.36,0.0
15635905.0,616.0,Spain,Female,32.0,6.0,0.0,2.0,1.0,1.0,43001.46,0.0
15777892.0,721.0,Germany,Male,37.0,3.0,107720.64,1.0,1.0,1.0,158591.12,0.0
15656176.0,501.0,France,Male,57.0,10.0,0.0,2.0,1.0,1.0,47847.19,0.0
15811127.0,521.0,France,Male,35.0,6.0,96423.84,1.0,1.0,0.0,10488.44,0.0
15604482.0,850.0,Spain,Male,30.0,2.0,141040.01,1.0,1.0,1.0,5978.2,0.0
15622911.0,759.0,France,Male,42.0,4.0,105420.18,1.0,0.0,1.0,121409.06,0.0
15600974.0,516.0,Spain,Male,50.0,5.0,0.0,1.0,0.0,1.0,146145.93,1.0
15727868.0,711.0,France,Female,38.0,2.0,129022.06,2.0,1.0,1.0,14374.86,1.0
15627801.0,512.0,Spain,Male,33.0,3.0,176666.62,1.0,1.0,0.0,94670.77,0.0
15773039.0,550.0,France,Male,37.0,3.0,0.0,1.0,1.0,1.0,179670.31,0.0
15755262.0,608.0,Spain,Female,41.0,3.0,89763.84,1.0,0.0,0.0,199304.74,1.0
15679531.0,618.0,France,Male,34.0,5.0,134954.53,1.0,1.0,1.0,151954.39,0.0
15684181.0,643.0,France,Male,45.0,5.0,0.0,1.0,1.0,0.0,142513.5,1.0
15612087.0,671.0,France,Male,45.0,2.0,106376.85,1.0,0.0,1.0,158264.62,0.0
15752047.0,689.0,Germany,Male,33.0,2.0,161814.64,2.0,1.0,0.0,169381.9,0.0
15624592.0,603.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,169915.02,0.0
15573152.0,620.0,France,Female,41.0,9.0,0.0,2.0,0.0,0.0,88852.47,0.0
15594917.0,676.0,France,Female,34.0,1.0,63095.01,1.0,1.0,1.0,40645.81,0.0
15785542.0,572.0,Germany,Male,26.0,4.0,118287.01,2.0,0.0,0.0,60427.3,0.0
15723488.0,668.0,Germany,Male,47.0,7.0,106854.21,1.0,0.0,1.0,157959.02,1.0
15680920.0,695.0,France,Male,46.0,7.0,49512.55,1.0,1.0,0.0,133007.34,0.0
15786308.0,730.0,Spain,Female,33.0,9.0,0.0,2.0,0.0,0.0,176576.62,0.0
15659366.0,807.0,France,Male,43.0,1.0,105799.32,2.0,1.0,0.0,34888.04,1.0
15774854.0,592.0,France,Male,54.0,8.0,0.0,1.0,1.0,1.0,28737.71,1.0
15725311.0,726.0,France,Female,31.0,9.0,114722.05,2.0,1.0,1.0,98178.57,0.0
15787155.0,514.0,Spain,Male,30.0,7.0,0.0,1.0,0.0,1.0,125010.24,0.0
15727829.0,567.0,France,Male,42.0,2.0,0.0,2.0,1.0,1.0,167984.61,0.0
15733247.0,850.0,France,Male,33.0,10.0,0.0,1.0,1.0,0.0,4861.72,1.0
15568748.0,671.0,Germany,Male,45.0,6.0,99564.22,1.0,1.0,1.0,108872.45,1.0
15699029.0,670.0,France,Male,37.0,,170557.91,2.0,1.0,0.0,198252.88,0.0
15774393.0,694.0,France,Female,30.0,9.0,0.0,2.0,1.0,1.0,26960.31,0.0
15676895.0,547.0,Germany,Female,39.0,6.0,74596.15,3.0,1.0,1.0,85746.52,1.0
15637753.0,751.0,Germany,Male,50.0,2.0,96888.39,1.0,1.0,0.0,77206.25,1.0
15605461.0,594.0,Germany,Female,29.0,3.0,130830.22,1.0,1.0,0.0,61048.53,0.0
15808473.0,673.0,,Male,72.0,1.0,0.0,2.0,0.0,1.0,111981.19,0.0
15627000.0,610.0,France,Male,40.0,0.0,0.0,2.0,1.0,0.0,62232.6,0.0
15787174.0,512.0,France,Female,37.0,1.0,0.0,2.0,0.0,1.0,156105.03,0.0
15723886.0,767.0,Germany,Male,20.0,3.0,119714.25,2.0,0.0,1.0,150135.38,0.0
15704769.0,585.0,France,Female,67.0,5.0,113978.97,2.0,0.0,1.0,93146.11,0.0
15772896.0,763.0,Germany,Male,42.0,6.0,100160.75,1.0,1.0,0.0,33462.94,1.0
15711540.0,712.0,France,Female,29.0,2.0,0.0,1.0,1.0,1.0,144375.0,0.0
15764866.0,539.0,Germany,Female,43.0,3.0,116220.5,3.0,1.0,0.0,55803.96,1.0
15794056.0,668.0,France,Female,46.0,2.0,0.0,3.0,1.0,0.0,89048.46,1.0
15795149.0,703.0,France,Male,28.0,2.0,81173.83,2.0,0.0,1.0,162812.16,0.0
15812009.0,662.0,Spain,Male,38.0,4.0,0.0,2.0,1.0,0.0,136259.65,0.0
15651001.0,725.0,Germany,Female,39.0,5.0,116803.8,1.0,1.0,0.0,124052.97,0.0
15813844.0,703.0,France,Male,37.0,8.0,105961.68,2.0,0.0,1.0,74158.8,0.0
15596175.0,659.0,Germany,Male,67.0,6.0,117411.6,1.0,1.0,1.0,45071.09,1.0
15576269.0,523.0,Spain,Male,34.0,7.0,0.0,2.0,1.0,0.0,62030.06,0.0
15797219.0,635.0,France,Female,40.0,10.0,123497.58,1.0,1.0,0.0,131953.23,1.0
15685500.0,772.0,Germany,Male,26.0,7.0,152400.51,2.0,1.0,0.0,79414.0,0.0
15599792.0,545.0,France,Female,26.0,1.0,0.0,2.0,1.0,1.0,199638.56,0.0
15657566.0,634.0,Germany,Male,24.0,8.0,103097.85,1.0,1.0,1.0,157577.29,0.0
15772423.0,739.0,Germany,Male,54.0,8.0,126418.14,1.0,1.0,0.0,134420.75,1.0
15628112.0,771.0,Germany,Female,36.0,5.0,77846.9,1.0,0.0,0.0,99805.99,0.0
15753754.0,587.0,Spain,Female,34.0,1.0,0.0,2.0,1.0,1.0,97932.68,0.0
15793726.0,681.0,France,Female,79.0,0.0,0.0,2.0,0.0,1.0,170968.99,0.0
15694717.0,544.0,Germany,Male,37.0,2.0,79731.91,1.0,1.0,1.0,57558.95,0.0
15665834.0,696.0,Spain,Male,28.0,8.0,0.0,1.0,0.0,0.0,176713.47,0.0
15765297.0,766.0,Spain,Male,41.0,0.0,0.0,2.0,0.0,1.0,34283.23,0.0
15636684.0,727.0,France,Male,34.0,10.0,0.0,2.0,1.0,1.0,198637.34,0.0
15592979.0,671.0,Germany,Female,34.0,6.0,37266.67,2.0,0.0,0.0,156917.12,0.0
15750803.0,693.0,France,Female,30.0,6.0,127992.25,1.0,1.0,1.0,50457.2,0.0
15607178.0,850.0,Germany,Male,38.0,3.0,54901.01,1.0,1.0,1.0,140075.55,0.0
15713853.0,732.0,Germany,Male,42.0,9.0,108748.08,2.0,1.0,1.0,65323.11,0.0
15673481.0,726.0,Spain,Female,48.0,6.0,99906.19,1.0,1.0,0.0,64323.24,0.0
15686776.0,557.0,France,Female,32.0,6.0,184686.41,2.0,1.0,0.0,14956.44,0.0
15673693.0,682.0,France,Female,26.0,0.0,110654.02,1.0,0.0,1.0,111879.21,0.0
15700696.0,738.0,Spain,Male,31.0,9.0,79019.8,1.0,1.0,1.0,18606.23,0.0
15813163.0,531.0,Spain,Female,36.0,9.0,99240.51,1.0,1.0,0.0,123137.01,0.0
15653857.0,498.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,148528.24,0.0
15777076.0,651.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,13898.31,0.0
15717398.0,549.0,Spain,Female,39.0,7.0,0.0,1.0,0.0,0.0,81259.25,1.0
15799217.0,791.0,Germany,Female,35.0,7.0,52436.2,1.0,1.0,0.0,161051.75,0.0
15787071.0,650.0,Spain,Male,41.0,9.0,0.0,2.0,0.0,1.0,191599.67,
15619955.0,733.0,Germany,Male,34.0,3.0,100337.96,3.0,1.0,0.0,48559.19,1.0
15796505.0,811.0,Germany,Female,34.0,1.0,149297.19,2.0,1.0,1.0,186339.74,0.0
15725166.0,707.0,France,Male,30.0,8.0,0.0,2.0,1.0,0.0,33159.37,0.0
15800116.0,712.0,Germany,Male,28.0,4.0,145605.44,1.0,0.0,1.0,93883.53,0.0
15758685.0,706.0,Spain,Female,37.0,7.0,0.0,2.0,1.0,1.0,110899.3,0.0
15694456.0,756.0,France,Male,62.0,3.0,0.0,1.0,1.0,1.0,11199.04,1.0
15767339.0,777.0,France,Female,53.0,10.0,0.0,2.0,1.0,0.0,189992.97,0.0
15683562.0,646.0,France,Male,35.0,6.0,84026.86,1.0,0.0,1.0,164255.69,0.0
15782210.0,714.0,France,Male,46.0,1.0,0.0,1.0,1.0,0.0,152167.79,1.0
